FLIGHT NUMBER,DEP,ARR,DATE,TIME,WEEKDAY,PAX TRUE,PAX FALSE,PAX TOTAL
HT4125,CDG,MAD,2025-03-14,16:05,4,132,15,147
HT1650,FCO,CAG,2025-03-14,16:45,4,106,19,125
HT1234,LHR,DUB,2025-03-14,17:10,4,95,79,174
HT5996,KEF,BUD,2025-03-14,17:50,4,142,33,175
HT1517,FCO,MLA,2025-03-14,17:55,4,105,0,105
HT7614,CAG,FCO,2025-03-14,18:00,4,96,35,131
HT8069,MDA,CDG,2025-03-14,18:10,4,181,27,208
HT1028,LHR,TLS,2025-03-14,18:10,4,107,84,191
HT3704,TLS,LHR,2025-03-14,19:25,4,98,83,181
HT8601,DUB,LHR,2025-03-14,19:30,4,99,40,139
HT0928,TFN,LPA,2025-03-14,19:55,4,33,25,58
HT4125,CDG,MAD,2025-03-14,20:15,4,276,6,282
HT0922,LPA,TFN,2025-03-14,20:35,4,25,31,56
HT1028,LHR,TLS,2025-03-14,21:25,4,137,22,159
HT1385,BCN,TFN,2025-03-14,23:15,4,106,23,129
HT3704,TLS,LHR,2025-03-14,23:30,4,90,9,99
HT0928,TFN,LPA,2025-03-15,05:20,5,68,2,70
HT0922,LPA,TFN,2025-03-15,06:00,5,39,17,56
HT1650,FCO,CAG,2025-03-15,06:15,5,81,37,118
HT1234,LHR,DUB,2025-03-15,07:10,5,73,22,95
HT7614,CAG,FCO,2025-03-15,07:30,5,117,7,124
HT7132,MXP,SSH,2025-03-15,07:30,5,374,76,450
HT2087,MLA,FCO,2025-03-15,08:20,5,92,19,111
HT8601,DUB,LHR,2025-03-15,09:30,5,136,27,163
HT1517,FCO,MLA,2025-03-15,11:00,5,103,13,116
HT0928,TFN,LPA,2025-03-15,12:00,5,35,32,67
HT1234,LHR,DUB,2025-03-15,12:10,5,77,62,139
HT1650,FCO,CAG,2025-03-15,12:30,5,68,43,111
HT3677,TFN,BCN,2025-03-15,12:30,5,135,21,156
HT0922,LPA,TFN,2025-03-15,12:40,5,27,22,49
HT4540,DUS,RHO,2025-03-15,12:55,5,107,17,124
HT7614,CAG,FCO,2025-03-15,13:45,5,64,42,106
HT8601,DUB,LHR,2025-03-15,14:30,5,84,55,139
HT2087,MLA,FCO,2025-03-15,15:35,5,106,0,106
HT1650,FCO,CAG,2025-03-15,16:45,5,107,26,133
HT1234,LHR,DUB,2025-03-15,17:10,5,75,46,121
HT1517,FCO,MLA,2025-03-15,17:55,5,92,22,114
HT7614,CAG,FCO,2025-03-15,18:00,5,96,19,115
HT1028,LHR,TLS,2025-03-15,18:10,5,153,16,169
HT3704,TLS,LHR,2025-03-15,19:25,5,193,2,195
HT8601,DUB,LHR,2025-03-15,19:30,5,100,25,125
HT0928,TFN,LPA,2025-03-15,19:55,5,29,41,70
HT9943,SSH,MXP,2025-03-15,20:20,5,360,90,450
HT0922,LPA,TFN,2025-03-15,20:35,5,35,35,70
HT1255,RHO,DUS,2025-03-15,20:40,5,110,28,138
HT1028,LHR,TLS,2025-03-15,21:25,5,105,11,116
HT1385,BCN,TFN,2025-03-15,23:15,5,82,21,103
HT3704,TLS,LHR,2025-03-15,23:30,5,122,23,145
HT0928,TFN,LPA,2025-03-16,05:20,6,67,2,69
HT0922,LPA,TFN,2025-03-16,06:00,6,29,14,43
HT0928,TFN,LPA,2025-03-16,12:00,6,33,28,61
HT3677,TFN,BCN,2025-03-16,12:30,6,153,4,157
HT0922,LPA,TFN,2025-03-16,12:40,6,30,38,68
HT4540,DUS,RHO,2025-03-16,12:55,6,93,24,117
HT8069,MDA,CDG,2025-03-16,14:00,6,199,24,223
HT4125,CDG,MAD,2025-03-16,16:05,6,245,3,248
HT8069,MDA,CDG,2025-03-16,18:10,6,119,66,185
HT0928,TFN,LPA,2025-03-16,19:55,6,37,25,62
HT4125,CDG,MAD,2025-03-16,20:15,6,251,12,263
HT0922,LPA,TFN,2025-03-16,20:35,6,38,29,67
HT1255,RHO,DUS,2025-03-16,20:40,6,205,20,225
HT1385,BCN,TFN,2025-03-16,23:15,6,99,9,108
HT0928,TFN,LPA,2025-03-17,05:20,0,65,3,68
HT0922,LPA,TFN,2025-03-17,06:00,0,62,5,67
HT7636,OPO,FNC,2025-03-17,06:00,0,76,14,90
HT1650,FCO,CAG,2025-03-17,06:15,0,54,20,74
HT1234,LHR,DUB,2025-03-17,07:10,0,104,54,158
HT7614,CAG,FCO,2025-03-17,07:30,0,80,21,101
HT2087,MLA,FCO,2025-03-17,08:20,0,103,19,122
HT8601,DUB,LHR,2025-03-17,09:30,0,109,34,143
HT6578,PRG,MXP,2025-03-17,10:35,0,149,20,169
HT1517,FCO,MLA,2025-03-17,11:00,0,86,14,100
HT0928,TFN,LPA,2025-03-17,12:00,0,31,25,56
HT3245,MXP,PRG,2025-03-17,12:00,0,124,21,145
HT1234,LHR,DUB,2025-03-17,12:10,0,63,93,156
HT1650,FCO,CAG,2025-03-17,12:30,0,66,46,112
HT0922,LPA,TFN,2025-03-17,12:40,0,29,38,67
HT7614,CAG,FCO,2025-03-17,13:45,0,63,65,128
HT8601,DUB,LHR,2025-03-17,14:30,0,95,78,173
HT2087,MLA,FCO,2025-03-17,15:35,0,105,10,115
HT1650,FCO,CAG,2025-03-17,16:45,0,84,28,112
HT1234,LHR,DUB,2025-03-17,17:10,0,164,8,172
HT6578,PRG,MXP,2025-03-17,17:45,0,157,7,164
HT1517,FCO,MLA,2025-03-17,17:55,0,73,32,105
HT7614,CAG,FCO,2025-03-17,18:00,0,108,24,132
HT4447,FNC,OPO,2025-03-17,19:00,0,153,17,170
HT8601,DUB,LHR,2025-03-17,19:30,0,93,45,138
HT0928,TFN,LPA,2025-03-17,19:55,0,33,21,54
HT3245,MXP,PRG,2025-03-17,19:55,0,158,27,185
HT0922,LPA,TFN,2025-03-17,20:35,0,38,29,67
HT0928,TFN,LPA,2025-03-18,05:20,1,42,2,44
HT0922,LPA,TFN,2025-03-18,06:00,1,34,27,61
HT1234,LHR,DUB,2025-03-18,07:10,1,111,66,177
HT8601,DUB,LHR,2025-03-18,09:30,1,179,0,179
HT6578,PRG,MXP,2025-03-18,10:35,1,157,4,161
HT0928,TFN,LPA,2025-03-18,12:00,1,38,26,64
HT3245,MXP,PRG,2025-03-18,12:00,1,192,4,196
HT1234,LHR,DUB,2025-03-18,12:10,1,83,70,153
HT0922,LPA,TFN,2025-03-18,12:40,1,31,27,58
HT8069,MDA,CDG,2025-03-18,14:00,1,126,36,162
HT8601,DUB,LHR,2025-03-18,14:30,1,84,93,177
HT4125,CDG,MAD,2025-03-18,16:05,1,285,13,298
HT1234,LHR,DUB,2025-03-18,17:10,1,140,34,174
HT6578,PRG,MXP,2025-03-18,17:45,1,99,70,169
HT8069,MDA,CDG,2025-03-18,18:10,1,241,4,245
HT8601,DUB,LHR,2025-03-18,19:30,1,83,32,115
HT0928,TFN,LPA,2025-03-18,19:55,1,26,22,48
HT3245,MXP,PRG,2025-03-18,19:55,1,199,17,216
HT4125,CDG,MAD,2025-03-18,20:15,1,201,63,264
HT0922,LPA,TFN,2025-03-18,20:35,1,29,26,55
HT0928,TFN,LPA,2025-03-19,05:20,2,40,13,53
HT0922,LPA,TFN,2025-03-19,06:00,2,40,7,47
HT1650,FCO,CAG,2025-03-19,06:15,2,71,10,81
HT7614,CAG,FCO,2025-03-19,07:30,2,122,11,133
HT7132,MXP,SSH,2025-03-19,07:30,2,448,2,450
HT0928,TFN,LPA,2025-03-19,12:00,2,37,25,62
HT1650,FCO,CAG,2025-03-19,12:30,2,64,50,114
HT0922,LPA,TFN,2025-03-19,12:40,2,26,37,63
HT7614,CAG,FCO,2025-03-19,13:45,2,61,41,102
HT1650,FCO,CAG,2025-03-19,16:45,2,84,47,131
HT7614,CAG,FCO,2025-03-19,18:00,2,111,24,135
HT0928,TFN,LPA,2025-03-19,19:55,2,37,23,60
HT9943,SSH,MXP,2025-03-19,20:20,2,426,24,450
HT0922,LPA,TFN,2025-03-19,20:35,2,35,30,65
HT9072,PMI,RIX,2025-03-20,03:15,3,210,20,230
HT0928,TFN,LPA,2025-03-20,05:20,3,37,6,43
HT0922,LPA,TFN,2025-03-20,06:00,3,62,5,67
HT7636,OPO,FNC,2025-03-20,06:00,3,144,22,166
HT1234,LHR,DUB,2025-03-20,07:10,3,149,20,169
HT8601,DUB,LHR,2025-03-20,09:30,3,125,12,137
HT6578,PRG,MXP,2025-03-20,10:35,3,116,7,123
HT0928,TFN,LPA,2025-03-20,12:00,3,32,31,63
HT3245,MXP,PRG,2025-03-20,12:00,3,174,11,185
HT1234,LHR,DUB,2025-03-20,12:10,3,72,81,153
HT0922,LPA,TFN,2025-03-20,12:40,3,30,23,53
HT8069,MDA,CDG,2025-03-20,14:00,3,226,4,230
HT8601,DUB,LHR,2025-03-20,14:30,3,86,73,159
HT4125,CDG,MAD,2025-03-20,16:05,3,152,33,185
HT1234,LHR,DUB,2025-03-20,17:10,3,94,35,129
HT6578,PRG,MXP,2025-03-20,17:45,3,214,9,223
HT8069,MDA,CDG,2025-03-20,18:10,3,160,67,227
HT1839,RIX,PMI,2025-03-20,18:45,3,184,46,230
HT4447,FNC,OPO,2025-03-20,19:00,3,159,0,159
HT8601,DUB,LHR,2025-03-20,19:30,3,159,11,170
HT0928,TFN,LPA,2025-03-20,19:55,3,27,40,67
HT3245,MXP,PRG,2025-03-20,19:55,3,126,101,227
HT4125,CDG,MAD,2025-03-20,20:15,3,206,21,227
HT0922,LPA,TFN,2025-03-20,20:35,3,25,30,55
HT4505,BUD,KEF,2025-03-21,04:00,4,165,10,175
HT4858,LPL,LCA,2025-03-21,04:30,4,318,50,368
HT0928,TFN,LPA,2025-03-21,05:20,4,59,2,61
HT0922,LPA,TFN,2025-03-21,06:00,4,28,28,56
HT1650,FCO,CAG,2025-03-21,06:15,4,98,21,119
HT1234,LHR,DUB,2025-03-21,07:10,4,113,52,165
HT7614,CAG,FCO,2025-03-21,07:30,4,101,28,129
HT2087,MLA,FCO,2025-03-21,08:20,4,122,19,141
HT8601,DUB,LHR,2025-03-21,09:30,4,123,32,155
HT1517,FCO,MLA,2025-03-21,11:00,4,79,16,95
HT0928,TFN,LPA,2025-03-21,12:00,4,27,41,68
HT1234,LHR,DUB,2025-03-21,12:10,4,78,99,177
HT1650,FCO,CAG,2025-03-21,12:30,4,54,58,112
HT3677,TFN,BCN,2025-03-21,12:30,4,110,20,130
HT0922,LPA,TFN,2025-03-21,12:40,4,37,29,66
HT7614,CAG,FCO,2025-03-21,13:45,4,47,60,107
HT8069,MDA,CDG,2025-03-21,14:00,4,131,27,158
HT8601,DUB,LHR,2025-03-21,14:30,4,83,85,168
HT5089,LCA,LPL,2025-03-21,15:05,4,252,24,276
HT2087,MLA,FCO,2025-03-21,15:35,4,79,33,112
HT4125,CDG,MAD,2025-03-21,16:05,4,179,23,202
HT1650,FCO,CAG,2025-03-21,16:45,4,55,58,113
HT1234,LHR,DUB,2025-03-21,17:10,4,178,1,179
HT5996,KEF,BUD,2025-03-21,17:50,4,161,14,175
HT1517,FCO,MLA,2025-03-21,17:55,4,128,6,134
HT7614,CAG,FCO,2025-03-21,18:00,4,118,4,122
HT8069,MDA,CDG,2025-03-21,18:10,4,160,124,284
HT1028,LHR,TLS,2025-03-21,18:10,4,94,19,113
HT3704,TLS,LHR,2025-03-21,19:25,4,150,59,209
HT8601,DUB,LHR,2025-03-21,19:30,4,88,69,157
HT0928,TFN,LPA,2025-03-21,19:55,4,34,33,67
HT4125,CDG,MAD,2025-03-21,20:15,4,185,38,223
HT0922,LPA,TFN,2025-03-21,20:35,4,35,32,67
HT1028,LHR,TLS,2025-03-21,21:25,4,143,19,162
HT1385,BCN,TFN,2025-03-21,23:15,4,94,17,111
HT3704,TLS,LHR,2025-03-21,23:30,4,89,9,98
HT0928,TFN,LPA,2025-03-22,05:20,5,69,1,70
HT0922,LPA,TFN,2025-03-22,06:00,5,53,7,60
HT1650,FCO,CAG,2025-03-22,06:15,5,77,21,98
HT1234,LHR,DUB,2025-03-22,07:10,5,161,13,174
HT7614,CAG,FCO,2025-03-22,07:30,5,95,0,95
HT7132,MXP,SSH,2025-03-22,07:30,5,449,1,450
HT2087,MLA,FCO,2025-03-22,08:20,5,110,15,125
HT8601,DUB,LHR,2025-03-22,09:30,5,163,5,168
HT1517,FCO,MLA,2025-03-22,11:00,5,70,2,72
HT0928,TFN,LPA,2025-03-22,12:00,5,32,26,58
HT1234,LHR,DUB,2025-03-22,12:10,5,71,78,149
HT1650,FCO,CAG,2025-03-22,12:30,5,70,44,114
HT3677,TFN,BCN,2025-03-22,12:30,5,134,16,150
HT0922,LPA,TFN,2025-03-22,12:40,5,37,25,62
HT4540,DUS,RHO,2025-03-22,12:55,5,184,26,210
HT7614,CAG,FCO,2025-03-22,13:45,5,53,52,105
HT8601,DUB,LHR,2025-03-22,14:30,5,85,92,177
HT2087,MLA,FCO,2025-03-22,15:35,5,65,67,132
HT1650,FCO,CAG,2025-03-22,16:45,5,101,8,109
HT1234,LHR,DUB,2025-03-22,17:10,5,100,67,167
HT1517,FCO,MLA,2025-03-22,17:55,5,134,0,134
HT7614,CAG,FCO,2025-03-22,18:00,5,97,21,118
HT1028,LHR,TLS,2025-03-22,18:10,5,162,16,178
HT3704,TLS,LHR,2025-03-22,19:25,5,162,7,169
HT8601,DUB,LHR,2025-03-22,19:30,5,142,27,169
HT0928,TFN,LPA,2025-03-22,19:55,5,35,28,63
HT9943,SSH,MXP,2025-03-22,20:20,5,426,24,450
HT0922,LPA,TFN,2025-03-22,20:35,5,31,25,56
HT1255,RHO,DUS,2025-03-22,20:40,5,189,3,192
HT1028,LHR,TLS,2025-03-22,21:25,5,91,11,102
HT1385,BCN,TFN,2025-03-22,23:15,5,149,11,160
HT3704,TLS,LHR,2025-03-22,23:30,5,213,20,233
HT0928,TFN,LPA,2025-03-23,05:20,6,66,0,66
HT0922,LPA,TFN,2025-03-23,06:00,6,64,6,70
HT0928,TFN,LPA,2025-03-23,12:00,6,28,41,69
HT3677,TFN,BCN,2025-03-23,12:30,6,156,8,164
HT0922,LPA,TFN,2025-03-23,12:40,6,27,29,56
HT4540,DUS,RHO,2025-03-23,12:55,6,99,28,127
HT8069,MDA,CDG,2025-03-23,14:00,6,186,30,216
HT4125,CDG,MAD,2025-03-23,16:05,6,194,18,212
HT8069,MDA,CDG,2025-03-23,18:10,6,198,36,234
HT0928,TFN,LPA,2025-03-23,19:55,6,36,25,61
HT4125,CDG,MAD,2025-03-23,20:15,6,226,0,226
HT0922,LPA,TFN,2025-03-23,20:35,6,30,38,68
HT1255,RHO,DUS,2025-03-23,20:40,6,213,30,243
HT1385,BCN,TFN,2025-03-23,23:15,6,144,10,154
HT0928,TFN,LPA,2025-03-24,05:20,0,67,1,68
HT0922,LPA,TFN,2025-03-24,06:00,0,40,30,70
HT7636,OPO,FNC,2025-03-24,06:00,0,87,14,101
HT1650,FCO,CAG,2025-03-24,06:15,0,83,5,88
HT1234,LHR,DUB,2025-03-24,07:10,0,87,5,92
HT7614,CAG,FCO,2025-03-24,07:30,0,92,33,125
HT2087,MLA,FCO,2025-03-24,08:20,0,129,2,131
HT8601,DUB,LHR,2025-03-24,09:30,0,179,0,179
HT6578,PRG,MXP,2025-03-24,10:35,0,222,24,246
HT1517,FCO,MLA,2025-03-24,11:00,0,75,5,80
HT0928,TFN,LPA,2025-03-24,12:00,0,37,24,61
HT3245,MXP,PRG,2025-03-24,12:00,0,160,25,185
HT1234,LHR,DUB,2025-03-24,12:10,0,84,66,150
HT1650,FCO,CAG,2025-03-24,12:30,0,55,53,108
HT0922,LPA,TFN,2025-03-24,12:40,0,25,33,58
HT7614,CAG,FCO,2025-03-24,13:45,0,61,74,135
HT8601,DUB,LHR,2025-03-24,14:30,0,70,84,154
HT2087,MLA,FCO,2025-03-24,15:35,0,104,24,128
HT1650,FCO,CAG,2025-03-24,16:45,0,62,47,109
HT1234,LHR,DUB,2025-03-24,17:10,0,141,4,145
HT6578,PRG,MXP,2025-03-24,17:45,0,187,30,217
HT1517,FCO,MLA,2025-03-24,17:55,0,104,29,133
HT7614,CAG,FCO,2025-03-24,18:00,0,69,27,96
HT4447,FNC,OPO,2025-03-24,19:00,0,151,4,155
HT8601,DUB,LHR,2025-03-24,19:30,0,167,6,173
HT0928,TFN,LPA,2025-03-24,19:55,0,36,32,68
HT3245,MXP,PRG,2025-03-24,19:55,0,220,49,269
HT0922,LPA,TFN,2025-03-24,20:35,0,28,43,71
HT0928,TFN,LPA,2025-03-25,05:20,1,55,9,64
HT0922,LPA,TFN,2025-03-25,06:00,1,64,7,71
HT1234,LHR,DUB,2025-03-25,07:10,1,172,3,175
HT8601,DUB,LHR,2025-03-25,09:30,1,149,2,151
HT6578,PRG,MXP,2025-03-25,10:35,1,134,14,148
HT0928,TFN,LPA,2025-03-25,12:00,1,29,42,71
HT3245,MXP,PRG,2025-03-25,12:00,1,230,39,269
HT1234,LHR,DUB,2025-03-25,12:10,1,80,87,167
HT0922,LPA,TFN,2025-03-25,12:40,1,38,31,69
HT8069,MDA,CDG,2025-03-25,14:00,1,122,35,157
HT8601,DUB,LHR,2025-03-25,14:30,1,77,61,138
HT4125,CDG,MAD,2025-03-25,16:05,1,240,2,242
HT1234,LHR,DUB,2025-03-25,17:10,1,105,66,171
HT6578,PRG,MXP,2025-03-25,17:45,1,116,3,119
HT8069,MDA,CDG,2025-03-25,18:10,1,183,21,204
HT8601,DUB,LHR,2025-03-25,19:30,1,100,48,148
HT0928,TFN,LPA,2025-03-25,19:55,1,29,32,61
HT3245,MXP,PRG,2025-03-25,19:55,1,271,16,287
HT4125,CDG,MAD,2025-03-25,20:15,1,155,122,277
HT0922,LPA,TFN,2025-03-25,20:35,1,32,25,57
HT0928,TFN,LPA,2025-03-26,05:20,2,45,7,52
HT0922,LPA,TFN,2025-03-26,06:00,2,60,5,65
HT1650,FCO,CAG,2025-03-26,06:15,2,88,46,134
HT7614,CAG,FCO,2025-03-26,07:30,2,98,24,122
HT7132,MXP,SSH,2025-03-26,07:30,2,407,43,450
HT0928,TFN,LPA,2025-03-26,12:00,2,29,22,51
HT1650,FCO,CAG,2025-03-26,12:30,2,57,58,115
HT0922,LPA,TFN,2025-03-26,12:40,2,27,44,71
HT7614,CAG,FCO,2025-03-26,13:45,2,57,65,122
HT1650,FCO,CAG,2025-03-26,16:45,2,82,45,127
HT7614,CAG,FCO,2025-03-26,18:00,2,100,24,124
HT0928,TFN,LPA,2025-03-26,19:55,2,29,30,59
HT9943,SSH,MXP,2025-03-26,20:20,2,435,15,450
HT0922,LPA,TFN,2025-03-26,20:35,2,30,36,66
HT9072,PMI,RIX,2025-03-27,03:15,3,208,22,230
HT0928,TFN,LPA,2025-03-27,05:20,3,65,2,67
HT0922,LPA,TFN,2025-03-27,06:00,3,47,3,50
HT7636,OPO,FNC,2025-03-27,06:00,3,136,4,140
HT1234,LHR,DUB,2025-03-27,07:10,3,87,35,122
HT8601,DUB,LHR,2025-03-27,09:30,3,148,25,173
HT6578,PRG,MXP,2025-03-27,10:35,3,93,8,101
HT0928,TFN,LPA,2025-03-27,12:00,3,34,32,66
HT3245,MXP,PRG,2025-03-27,12:00,3,214,28,242
HT1234,LHR,DUB,2025-03-27,12:10,3,70,68,138
HT0922,LPA,TFN,2025-03-27,12:40,3,32,21,53
HT8069,MDA,CDG,2025-03-27,14:00,3,249,14,263
HT8601,DUB,LHR,2025-03-27,14:30,3,90,87,177
HT4125,CDG,MAD,2025-03-27,16:05,3,187,22,209
HT1234,LHR,DUB,2025-03-27,17:10,3,149,24,173
HT6578,PRG,MXP,2025-03-27,17:45,3,112,3,115
HT8069,MDA,CDG,2025-03-27,18:10,3,144,5,149
HT1839,RIX,PMI,2025-03-27,18:45,3,203,27,230
HT4447,FNC,OPO,2025-03-27,19:00,3,107,12,119
HT8601,DUB,LHR,2025-03-27,19:30,3,179,0,179
HT0928,TFN,LPA,2025-03-27,19:55,3,33,29,62
HT3245,MXP,PRG,2025-03-27,19:55,3,207,14,221
HT4125,CDG,MAD,2025-03-27,20:15,3,202,43,245
HT0922,LPA,TFN,2025-03-27,20:35,3,28,36,64
HT4505,BUD,KEF,2025-03-28,04:00,4,151,24,175
HT4858,LPL,LCA,2025-03-28,04:30,4,220,31,251
HT0928,TFN,LPA,2025-03-28,05:20,4,33,8,41
HT0922,LPA,TFN,2025-03-28,06:00,4,63,1,64
HT1650,FCO,CAG,2025-03-28,06:15,4,116,15,131
HT1234,LHR,DUB,2025-03-28,07:10,4,98,57,155
HT7614,CAG,FCO,2025-03-28,07:30,4,122,13,135
HT2087,MLA,FCO,2025-03-28,08:20,4,71,0,71
HT8601,DUB,LHR,2025-03-28,09:30,4,96,74,170
HT1517,FCO,MLA,2025-03-28,11:00,4,130,0,130
HT0928,TFN,LPA,2025-03-28,12:00,4,33,33,66
HT1234,LHR,DUB,2025-03-28,12:10,4,65,75,140
HT1650,FCO,CAG,2025-03-28,12:30,4,55,79,134
HT3677,TFN,BCN,2025-03-28,12:30,4,105,6,111
HT0922,LPA,TFN,2025-03-28,12:40,4,26,30,56
HT7614,CAG,FCO,2025-03-28,13:45,4,71,55,126
HT8069,MDA,CDG,2025-03-28,14:00,4,267,6,273
HT8601,DUB,LHR,2025-03-28,14:30,4,92,58,150
HT5089,LCA,LPL,2025-03-28,15:05,4,353,24,377
HT2087,MLA,FCO,2025-03-28,15:35,4,76,12,88
HT4125,CDG,MAD,2025-03-28,16:05,4,276,34,310
HT1650,FCO,CAG,2025-03-28,16:45,4,104,22,126
HT1234,LHR,DUB,2025-03-28,17:10,4,91,4,95
HT5996,KEF,BUD,2025-03-28,17:50,4,159,16,175
HT1517,FCO,MLA,2025-03-28,17:55,4,109,25,134
HT7614,CAG,FCO,2025-03-28,18:00,4,69,65,134
HT8069,MDA,CDG,2025-03-28,18:10,4,240,34,274
HT1028,LHR,TLS,2025-03-28,18:10,4,158,14,172
HT3704,TLS,LHR,2025-03-28,19:25,4,165,6,171
HT8601,DUB,LHR,2025-03-28,19:30,4,90,89,179
HT0928,TFN,LPA,2025-03-28,19:55,4,29,26,55
HT4125,CDG,MAD,2025-03-28,20:15,4,251,3,254
HT0922,LPA,TFN,2025-03-28,20:35,4,32,33,65
HT1028,LHR,TLS,2025-03-28,21:25,4,105,15,120
HT1385,BCN,TFN,2025-03-28,23:15,4,106,23,129
HT3704,TLS,LHR,2025-03-28,23:30,4,164,29,193
HT0928,TFN,LPA,2025-03-29,05:20,5,29,33,62
HT0922,LPA,TFN,2025-03-29,06:00,5,39,4,43
HT1650,FCO,CAG,2025-03-29,06:15,5,89,25,114
HT1234,LHR,DUB,2025-03-29,07:10,5,82,95,177
HT7614,CAG,FCO,2025-03-29,07:30,5,125,4,129
HT7132,MXP,SSH,2025-03-29,07:30,5,412,38,450
HT2087,MLA,FCO,2025-03-29,08:20,5,64,10,74
HT8601,DUB,LHR,2025-03-29,09:30,5,133,30,163
HT1517,FCO,MLA,2025-03-29,11:00,5,92,17,109
HT0928,TFN,LPA,2025-03-29,12:00,5,26,21,47
HT1234,LHR,DUB,2025-03-29,12:10,5,82,81,163
HT1650,FCO,CAG,2025-03-29,12:30,5,52,77,129
HT3677,TFN,BCN,2025-03-29,12:30,5,91,15,106
HT0922,LPA,TFN,2025-03-29,12:40,5,27,29,56
HT4540,DUS,RHO,2025-03-29,12:55,5,103,5,108
HT7614,CAG,FCO,2025-03-29,13:45,5,64,52,116
HT8601,DUB,LHR,2025-03-29,14:30,5,97,54,151
HT2087,MLA,FCO,2025-03-29,15:35,5,57,75,132
HT1650,FCO,CAG,2025-03-29,16:45,5,99,4,103
HT1234,LHR,DUB,2025-03-29,17:10,5,119,3,122
HT1517,FCO,MLA,2025-03-29,17:55,5,64,40,104
HT7614,CAG,FCO,2025-03-29,18:00,5,84,45,129
HT1028,LHR,TLS,2025-03-29,18:10,5,133,69,202
HT3704,TLS,LHR,2025-03-29,19:25,5,106,23,129
HT8601,DUB,LHR,2025-03-29,19:30,5,97,58,155
HT0928,TFN,LPA,2025-03-29,19:55,5,37,21,58
HT9943,SSH,MXP,2025-03-29,20:20,5,373,77,450
HT0922,LPA,TFN,2025-03-29,20:35,5,35,30,65
HT1255,RHO,DUS,2025-03-29,20:40,5,89,9,98
HT1028,LHR,TLS,2025-03-29,21:25,5,109,30,139
HT1385,BCN,TFN,2025-03-29,23:15,5,141,22,163
HT3704,TLS,LHR,2025-03-29,23:30,5,181,29,210
HT0928,TFN,LPA,2025-03-30,05:20,6,69,1,70
HT0922,LPA,TFN,2025-03-30,06:00,6,40,26,66
HT0928,TFN,LPA,2025-03-30,12:00,6,32,23,55
HT3677,TFN,BCN,2025-03-30,12:30,6,101,11,112
HT0922,LPA,TFN,2025-03-30,12:40,6,37,21,58
HT4540,DUS,RHO,2025-03-30,12:55,6,188,14,202
HT8069,MDA,CDG,2025-03-30,14:00,6,122,15,137
HT4125,CDG,MAD,2025-03-30,16:05,6,234,29,263
HT8069,MDA,CDG,2025-03-30,18:10,6,208,70,278
HT0928,TFN,LPA,2025-03-30,19:55,6,25,28,53
HT4125,CDG,MAD,2025-03-30,20:15,6,207,49,256
HT0922,LPA,TFN,2025-03-30,20:35,6,25,42,67
HT1255,RHO,DUS,2025-03-30,20:40,6,196,9,205
HT1385,BCN,TFN,2025-03-30,23:15,6,86,10,96
HT0928,TFN,LPA,2025-03-31,05:20,0,48,21,69
HT0922,LPA,TFN,2025-03-31,06:00,0,52,5,57
HT7636,OPO,FNC,2025-03-31,06:00,0,99,4,103
HT1650,FCO,CAG,2025-03-31,06:15,0,64,62,126
HT1234,LHR,DUB,2025-03-31,07:10,0,94,53,147
HT7614,CAG,FCO,2025-03-31,07:30,0,131,1,132
HT2087,MLA,FCO,2025-03-31,08:20,0,100,2,102
HT8601,DUB,LHR,2025-03-31,09:30,0,155,2,157
HT6578,PRG,MXP,2025-03-31,10:35,0,188,3,191
HT1517,FCO,MLA,2025-03-31,11:00,0,118,4,122
HT0928,TFN,LPA,2025-03-31,12:00,0,33,38,71
HT3245,MXP,PRG,2025-03-31,12:00,0,145,37,182
HT1234,LHR,DUB,2025-03-31,12:10,0,92,73,165
HT1650,FCO,CAG,2025-03-31,12:30,0,53,68,121
HT0922,LPA,TFN,2025-03-31,12:40,0,27,30,57
HT7614,CAG,FCO,2025-03-31,13:45,0,47,44,91
HT8601,DUB,LHR,2025-03-31,14:30,0,77,75,152
HT2087,MLA,FCO,2025-03-31,15:35,0,106,9,115
HT1650,FCO,CAG,2025-03-31,16:45,0,111,2,113
HT1234,LHR,DUB,2025-03-31,17:10,0,81,93,174
HT6578,PRG,MXP,2025-03-31,17:45,0,139,35,174
HT1517,FCO,MLA,2025-03-31,17:55,0,79,15,94
HT7614,CAG,FCO,2025-03-31,18:00,0,106,0,106
HT4447,FNC,OPO,2025-03-31,19:00,0,108,13,121
HT8601,DUB,LHR,2025-03-31,19:30,0,148,29,177
HT0928,TFN,LPA,2025-03-31,19:55,0,37,26,63
HT3245,MXP,PRG,2025-03-31,19:55,0,272,6,278
HT0922,LPA,TFN,2025-03-31,20:35,0,31,39,70
HT0928,TFN,LPA,2025-04-01,05:20,1,64,3,67
HT0922,LPA,TFN,2025-04-01,06:00,1,71,0,71
HT1234,LHR,DUB,2025-04-01,07:10,1,80,23,103
HT8601,DUB,LHR,2025-04-01,09:30,1,172,2,174
HT6578,PRG,MXP,2025-04-01,10:35,1,216,27,243
HT0928,TFN,LPA,2025-04-01,12:00,1,30,33,63
HT3245,MXP,PRG,2025-04-01,12:00,1,117,34,151
HT1234,LHR,DUB,2025-04-01,12:10,1,66,100,166
HT0922,LPA,TFN,2025-04-01,12:40,1,33,35,68
